supplier_id,name,category,country,onboarded_date,years_in_business,tier,on_time_delivery_rate,avg_delivery_delay_days,defect_rate,order_volume_monthly,fulfillment_rate,return_rate,payment_delay_days,credit_score,debt_to_equity,current_ratio,revenue_growth_pct,cash_runway_months,complaints_last_90d,contract_renewal_rate,quality_audit_score,defaulted
HIST-03054,Hardman LLC 3054,Food,USA,2019-11-14,12.2,2,0.874,6.0,0.0365,5815,0.925,0.039,1.9,713,1.29,1.44,5.7,10.0,3,0.776,82.1,0
HIST-03055,Zenith Partners 3055,Machinery,USA,2023-08-09,6.3,1,0.954,0.2,0.0307,1947,0.909,0.0742,6.0,640,1.66,2.3,2.1,9.5,0,0.837,76.8,0
HIST-03056,Dunder International 3056,Machinery,Vietnam,2020-03-17,9.1,2,0.874,0.8,0.0079,2476,1.0,0.0396,19.2,841,0.19,2.27,18.3,13.7,1,1.0,100.0,0
HIST-03057,Gringotts Group 3057,Electronics,Poland,2020-04-29,3.2,2,0.821,1.3,0.0466,3561,0.859,0.0261,8.0,577,2.69,0.78,-9.4,0.5,3,0.566,66.7,1
HIST-03058,Yutani Industries 3058,Food,Brazil,2022-12-05,10.3,2,0.818,6.7,0.1088,4464,0.736,0.1323,13.5,627,0.17,1.8,1.3,10.0,1,0.835,84.7,0
HIST-03059,Mifflin Partners 3059,Packaging,China,2022-12-20,1.9,2,0.891,4.1,0.0335,2527,0.867,0.0218,9.3,711,1.03,2.27,10.4,11.0,1,0.976,100.0,0
HIST-03060,Tyrell Worldwide 3060,Machinery,USA,2022-11-18,10.5,3,0.757,8.6,0.0861,1031,0.877,0.1132,19.2,667,2.01,1.03,-4.2,6.5,6,0.664,80.5,0
HIST-03061,Spacely Industries 3061,Machinery,Poland,2020-06-12,4.2,2,0.727,1.7,0.0161,8231,0.835,0.0616,25.4,607,1.28,0.47,-0.1,2.5,7,0.787,74.4,1
HIST-03062,Planet Industries 3062,Chemicals,Germany,2022-10-24,8.8,2,1.0,0.0,0.055,5211,1.0,0.1018,4.1,850,0.25,2.09,15.7,21.3,2,0.997,100.0,0
HIST-03063,Compu Partners 3063,Raw Materials,Germany,2019-11-20,9.9,3,0.755,7.9,0.0369,3103,0.889,0.0385,8.5,713,1.26,1.8,-4.1,1.0,8,0.803,80.1,0
HIST-03064,Gringotts Supply Co 3064,Electronics,Vietnam,2023-04-11,16.0,2,0.935,0.0,0.018,648,0.993,0.0575,0.0,850,0.1,2.63,26.2,21.7,0,1.0,91.6,0
HIST-03065,Cooper International 3065,Electronics,India,2018-12-20,6.6,3,0.948,2.6,0.05,5588,0.916,0.0719,0.0,719,0.24,1.64,9.8,15.2,2,0.887,78.7,0
HIST-03066,Dunder Limited 3066,Food,India,2018-08-01,4.4,2,0.734,0.2,0.0301,172,0.921,0.0289,22.9,713,0.07,1.08,1.0,3.9,2,0.834,79.8,0
HIST-03067,LexCorp Supply Co 3067,Machinery,USA,2020-09-29,8.2,3,0.758,0.1,0.05,4791,0.938,0.1101,0.8,737,0.4,2.06,9.4,3.2,0,0.848,81.5,0
HIST-03068,Mifflin LLC 3068,Machinery,Poland,2023-05-31,17.6,2,0.953,0.2,0.0331,1746,0.921,0.1173,0.0,776,1.68,2.03,13.7,11.3,1,0.869,91.7,0
HIST-03069,Massive Dynamic Solutions 3069,Packaging,Brazil,2018-07-24,18.1,2,0.899,4.0,0.0084,1110,0.938,0.0196,1.8,705,0.65,2.4,3.9,11.3,0,0.92,88.1,0
HIST-03070,Summit Holdings 3070,Raw Materials,Brazil,2022-07-26,21.8,1,0.963,0.6,0.0038,2520,0.908,0.0388,0.0,684,0.8,1.42,2.2,12.8,2,0.859,93.0,0
HIST-03071,Wayne Tech Group 3071,Food,China,2021-11-17,20.5,2,0.871,1.9,0.0321,3820,0.951,0.0734,0.0,747,1.36,1.78,2.7,5.0,1,0.845,80.6,0
HIST-03072,Pinnacle Worldwide 3072,Raw Materials,Turkey,2019-08-30,17.8,2,0.844,2.1,0.0095,1569,0.927,0.097,3.5,716,1.32,1.33,-0.3,8.6,1,0.734,82.3,0
HIST-03073,Weyland Manufacturing 3073,Food,Germany,2024-10-09,4.1,3,0.943,0.0,0.0091,4978,0.978,0.1669,4.2,755,0.4,2.39,20.6,21.3,1,1.0,100.0,0
HIST-03074,Gringotts Trading 3074,Food,India,2019-02-06,35.1,3,0.833,2.5,0.0306,4647,0.945,0.0899,0.0,810,1.39,1.82,17.7,8.8,0,0.938,87.3,0
HIST-03075,Soylent Supply Co 3075,Machinery,Mexico,2021-08-28,14.8,3,0.751,1.5,0.0578,3908,0.838,0.0696,4.8,694,1.21,1.09,-2.5,5.6,1,0.772,82.0,0
HIST-03076,Genco Limited 3076,Electronics,Mexico,2018-06-26,7.9,2,0.846,4.4,0.0364,2816,1.0,0.0289,13.5,619,1.65,1.4,4.4,0.5,2,0.795,80.5,0
HIST-03077,Wayne Tech Industries 3077,Packaging,Japan,2018-04-11,4.6,2,0.815,9.6,0.0205,1227,0.946,0.0286,12.4,762,0.32,2.0,4.7,4.9,1,0.82,83.4,0
HIST-03078,Nakatomi International 3078,Packaging,China,2021-02-25,10.6,2,0.748,1.8,0.0216,1646,0.884,0.068,3.8,678,1.53,1.5,-1.7,7.6,5,0.783,83.2,0
HIST-03079,Umbrella Systems 3079,Machinery,USA,2022-07-02,4.0,2,0.747,0.5,0.0627,1496,0.944,0.0416,5.5,695,0.95,1.18,4.5,6.3,6,0.979,79.2,0
HIST-03080,Summit Corp 3080,Textiles,Poland,2023-03-21,8.6,2,0.872,1.1,0.026,1102,0.919,0.0648,18.8,636,0.68,1.97,6.8,0.5,5,0.716,75.7,0
HIST-03081,Spacely Limited 3081,Packaging,USA,2019-11-30,18.7,3,0.936,2.3,0.0388,993,1.0,0.0492,2.9,697,1.52,1.32,-2.1,0.5,3,0.909,79.4,0
HIST-03082,Rand Holdings 3082,Packaging,Japan,2024-12-26,14.5,1,0.986,0.0,0.0108,4743,0.906,0.0205,0.0,721,1.61,2.05,3.2,8.4,0,0.823,86.0,0
HIST-03083,Wonka Corp 3083,Packaging,India,2024-07-25,19.6,3,0.846,4.2,0.0336,8430,0.957,0.0284,3.7,805,1.32,2.28,11.8,12.2,0,1.0,85.9,0
HIST-03084,Globex LLC 3084,Textiles,Brazil,2024-04-30,1.1,1,0.864,2.7,0.0076,1347,0.893,0.0595,5.8,666,2.62,2.01,1.6,12.5,0,0.939,74.1,0
HIST-03085,Pearson Systems 3085,Electronics,Vietnam,2020-12-25,15.4,1,0.939,6.3,0.027,1173,0.938,0.0529,2.6,850,0.09,2.35,10.9,18.9,1,1.0,99.2,0
HIST-03086,Gringotts Partners 3086,Logistics,Mexico,2019-08-09,24.6,3,0.83,0.1,0.0353,1673,0.942,0.0443,3.5,742,1.09,1.73,0.8,4.7,8,0.887,75.5,0
HIST-03087,Vortex Holdings 3087,Electronics,Vietnam,2022-03-27,11.9,1,1.0,0.0,0.0121,2353,1.0,0.0428,0.0,850,0.54,2.94,19.0,21.3,0,1.0,100.0,0
HIST-03088,Krusty Supply Co 3088,Chemicals,Japan,2020-07-12,13.7,2,0.91,2.0,0.0315,3663,0.892,0.0295,21.7,760,1.13,2.0,3.3,13.3,1,1.0,87.6,0
HIST-03089,Vortex Limited 3089,Raw Materials,India,2019-05-03,7.6,1,0.918,4.7,0.0204,957,0.945,0.0174,2.9,845,1.34,1.92,7.2,8.2,0,1.0,92.1,0
HIST-03090,Vandelay Group 3090,Raw Materials,Mexico,2020-11-07,12.8,3,0.617,1.9,0.0176,1329,0.856,0.0351,16.4,617,1.03,1.5,-3.9,2.5,4,0.875,80.8,0
HIST-03091,Pearson Systems 3091,Chemicals,India,2019-02-11,17.4,2,0.741,2.3,0.029,5949,0.852,0.0545,14.6,504,2.61,0.2,-14.9,0.5,6,0.475,73.0,0
HIST-03092,Cyberdyne LLC 3092,Electronics,Germany,2022-05-12,5.8,1,0.815,1.6,0.0737,1097,0.908,0.0582,8.6,675,0.43,1.77,2.7,8.2,8,0.906,85.9,0
HIST-03093,Hooli Trading 3093,Food,Vietnam,2023-10-16,11.4,2,0.858,6.9,0.0112,5673,0.934,0.0559,28.6,732,0.87,2.2,11.1,13.2,1,0.93,78.3,0
HIST-03094,Globex Holdings 3094,Packaging,Vietnam,2022-11-11,12.0,2,0.982,0.0,0.01,4958,0.999,0.0491,0.0,804,0.68,2.09,14.6,22.2,1,1.0,100.0,0
HIST-03095,Massive Dynamic Trading 3095,Chemicals,Turkey,2018-03-08,7.7,3,0.773,2.7,0.0275,17967,0.863,0.0273,7.9,623,1.8,0.51,5.1,4.8,3,0.741,77.7,0
HIST-03096,Pinnacle Worldwide 3096,Logistics,Mexico,2022-08-23,6.4,1,1.0,0.0,0.0204,1072,0.988,0.0305,0.0,717,0.05,1.87,12.1,18.6,1,1.0,88.9,0
HIST-03097,Mifflin LLC 3097,Raw Materials,USA,2019-01-16,35.3,3,0.914,3.1,0.0273,2696,0.948,0.0675,2.7,627,1.07,1.69,4.1,8.0,8,0.744,80.8,0
HIST-03098,Stark Supply Co 3098,Raw Materials,China,2024-11-08,11.3,3,0.735,13.2,0.0278,4500,0.954,0.044,1.9,704,1.19,1.79,8.3,13.1,0,0.969,91.3,0
HIST-03099,Duff Worldwide 3099,Electronics,China,2022-12-29,4.8,1,0.675,3.4,0.0298,469,0.882,0.028,12.1,537,1.97,0.52,-4.4,0.5,1,0.438,64.3,0
HIST-03100,Genco Corp 3100,Packaging,Vietnam,2018-02-14,12.4,2,0.971,1.4,0.035,2035,0.914,0.0303,4.6,699,0.82,1.4,9.1,7.3,1,0.986,83.2,0
HIST-03101,Sterling Supply Co 3101,Packaging,USA,2022-06-20,14.5,2,0.877,1.5,0.0164,3836,0.867,0.0559,15.3,632,0.07,1.75,1.5,6.3,6,0.862,76.8,0
HIST-03102,Vortex Supply Co 3102,Electronics,Poland,2018-09-08,17.3,2,0.856,0.8,0.049,1203,0.911,0.1205,3.9,759,0.05,2.41,3.8,12.5,1,0.978,91.7,0
HIST-03103,Cooper Industries 3103,Raw Materials,Brazil,2018-12-14,22.9,1,0.884,1.8,0.0267,4786,0.894,0.0355,0.9,590,0.55,1.52,8.4,5.5,1,0.789,86.0,0
HIST-03104,Roxxon LLC 3104,Food,Poland,2024-11-22,10.7,3,0.779,2.7,0.0406,612,0.83,0.0312,8.4,704,0.67,1.15,2.0,3.0,4,0.748,82.8,0
HIST-03105,Oscorp Limited 3105,Machinery,India,2024-11-24,23.7,2,0.976,1.1,0.0237,14658,1.0,0.0339,8.3,713,1.24,1.46,3.2,11.3,0,1.0,83.6,0
HIST-03106,Spacely Logistics 3106,Chemicals,Brazil,2021-06-23,21.6,2,0.881,0.3,0.0459,2846,0.949,0.0442,5.7,817,0.55,2.59,10.3,9.7,1,0.71,95.3,0
HIST-03107,Vortex Limited 3107,Logistics,Germany,2024-01-30,18.2,3,0.865,7.7,0.0145,4458,0.898,0.0488,11.4,768,0.45,1.99,4.5,11.0,2,1.0,96.0,0
HIST-03108,Queen Industries 3108,Textiles,Japan,2019-05-28,9.8,2,0.836,1.4,0.0295,14981,0.912,0.0638,0.0,768,1.22,1.7,15.9,12.6,0,1.0,95.3,0
HIST-03109,Daily Worldwide 3109,Machinery,China,2021-11-07,31.2,2,1.0,1.9,0.0202,19942,0.98,0.0463,1.4,758,0.19,1.26,11.4,20.2,0,0.922,99.4,0
HIST-03110,Umbrella Logistics 3110,Electronics,Brazil,2024-12-08,8.0,2,0.892,1.6,0.0123,729,0.925,0.0669,0.8,651,1.39,1.88,3.9,5.4,1,0.942,79.9,0
HIST-03111,Initech Worldwide 3111,Packaging,Turkey,2019-04-11,9.2,2,0.77,3.6,0.0367,1100,0.867,0.044,12.5,549,2.04,0.77,-3.8,1.1,4,0.632,73.6,0
HIST-03112,Pym Limited 3112,Chemicals,Germany,2019-09-19,9.6,2,0.717,0.8,0.0224,1172,0.858,0.042,4.2,590,1.1,1.14,2.8,0.6,4,0.755,78.4,1
HIST-03113,Wayne Tech LLC 3113,Electronics,Poland,2022-01-21,12.7,2,0.932,7.5,0.0051,789,0.999,0.0553,16.5,807,0.75,2.34,8.2,18.1,0,1.0,88.8,0
HIST-03114,Pearson Logistics 3114,Food,Vietnam,2021-07-07,22.6,2,0.954,0.0,0.0235,5791,0.923,0.0247,2.0,758,0.08,1.73,9.4,9.9,0,0.935,97.8,0
HIST-03115,Wayne Tech Partners 3115,Electronics,China,2024-10-19,14.2,2,1.0,0.3,0.0972,11106,0.934,0.0951,3.7,662,0.76,2.31,18.5,9.1,0,0.878,83.2,0
HIST-03116,Apex Industries 3116,Packaging,China,2024-03-03,8.3,2,0.959,0.5,0.0261,758,0.903,0.0762,18.0,638,1.32,0.88,8.4,10.3,1,0.757,84.2,0
HIST-03117,Vertex Limited 3117,Textiles,Brazil,2019-11-18,20.8,2,0.845,6.9,0.0295,13491,0.934,0.088,4.3,699,0.67,2.08,2.5,4.4,1,0.921,81.2,0
HIST-03118,Oscorp Supply Co 3118,Chemicals,USA,2019-11-20,7.1,2,0.843,0.6,0.0342,1472,0.919,0.0681,4.1,722,0.35,1.4,2.7,7.3,0,0.63,86.4,0
HIST-03119,Soylent Limited 3119,Machinery,USA,2022-12-08,8.1,1,0.821,0.6,0.0344,3244,0.893,0.0461,52.6,670,0.26,1.82,2.7,6.0,4,0.78,72.1,0
HIST-03120,Stark Group 3120,Logistics,Turkey,2023-12-18,13.1,2,0.859,2.2,0.0148,8960,0.837,0.0448,3.2,648,0.72,1.29,6.7,6.6,4,0.781,69.7,0
HIST-03121,Roxxon Solutions 3121,Textiles,Vietnam,2022-03-19,15.4,3,0.9,0.3,0.0053,3087,1.0,0.0125,0.0,850,0.05,3.13,20.1,18.4,1,1.0,100.0,0
HIST-03122,Mifflin Manufacturing 3122,Logistics,USA,2019-11-04,9.1,2,0.913,8.5,0.0497,12985,0.95,0.0538,0.0,701,1.04,1.23,1.7,11.3,0,0.873,100.0,0
HIST-03123,Mifflin Logistics 3123,Electronics,Brazil,2022-07-07,7.0,2,0.856,8.0,0.0271,3311,0.963,0.0439,6.0,677,1.56,1.43,-2.8,6.5,4,0.943,80.1,1
HIST-03124,Mifflin Solutions 3124,Packaging,Brazil,2021-02-12,5.9,1,0.857,17.0,0.0399,2360,0.914,0.0364,7.3,603,1.2,0.2,-2.5,2.7,2,0.763,75.5,0
HIST-03125,Apex Industries 3125,Machinery,Vietnam,2023-10-15,9.3,2,0.772,3.1,0.0223,4541,0.886,0.0614,9.6,613,1.47,0.99,6.7,6.1,5,0.743,74.1,0
HIST-03126,Gringotts Worldwide 3126,Food,Japan,2018-08-02,10.2,2,0.972,0.0,0.0363,5569,0.881,0.035,2.0,795,0.05,1.39,15.7,12.9,2,0.833,91.3,0
HIST-03127,Aperture Industries 3127,Textiles,Mexico,2021-05-19,8.1,2,0.893,1.0,0.0173,4767,0.997,0.0273,0.0,721,1.06,1.82,13.1,11.8,2,1.0,90.3,0
HIST-03128,Planet Group 3128,Raw Materials,China,2023-08-09,10.0,2,0.783,1.0,0.0258,33503,0.897,0.0211,3.4,699,0.4,0.7,3.2,6.6,4,0.862,80.9,0
HIST-03129,Cogswell Solutions 3129,Raw Materials,Japan,2020-10-28,8.6,3,0.838,1.0,0.0383,4289,0.894,0.0758,10.8,747,1.3,1.14,7.7,9.6,3,0.889,89.1,0
HIST-03130,Rand Supply Co 3130,Raw Materials,Vietnam,2022-01-10,13.7,2,0.863,4.3,0.0148,10030,0.951,0.0196,10.7,676,1.38,1.29,7.7,11.2,4,0.743,86.9,0
HIST-03131,Wayne Tech LLC 3131,Textiles,China,2018-12-09,39.9,1,0.846,12.0,0.0324,1320,0.838,0.0488,16.7,646,1.1,1.73,-2.8,6.6,2,0.781,65.7,1
HIST-03132,Mifflin Corp 3132,Packaging,China,2024-04-11,9.7,2,0.989,0.2,0.0183,4436,0.981,0.0584,15.9,757,0.67,2.64,20.3,11.6,1,0.937,93.1,0
HIST-03133,Hardman Manufacturing 3133,Textiles,India,2018-09-16,3.9,2,0.958,0.2,0.0217,6324,0.867,0.0644,17.5,720,0.19,1.86,9.9,5.5,0,0.901,88.8,0
HIST-03134,Sterling Supply Co 3134,Raw Materials,Vietnam,2018-03-29,17.1,3,1.0,0.0,0.0041,2468,0.984,0.0456,0.0,842,0.05,2.82,16.1,20.1,0,1.0,100.0,0
HIST-03135,Cyberdyne Systems 3135,Food,Brazil,2018-12-21,26.3,3,0.794,1.9,0.0349,7875,0.953,0.0606,15.0,691,1.6,1.91,4.9,2.2,4,0.922,81.2,0
HIST-03136,Roxxon Worldwide 3136,Packaging,Japan,2023-12-15,8.9,2,0.934,0.7,0.0408,1092,0.943,0.0604,13.9,749,1.24,0.87,7.0,7.0,4,0.773,78.7,0
HIST-03137,Cyberdyne Supply Co 3137,Chemicals,Brazil,2024-05-03,11.2,3,0.726,2.4,0.0113,4525,0.969,0.0169,0.0,769,0.96,2.06,12.8,7.5,0,1.0,100.0,0
HIST-03138,Daily LLC 3138,Raw Materials,India,2020-07-14,22.5,2,0.968,0.5,0.0181,2693,0.919,0.0674,0.9,703,1.52,0.7,0.8,8.1,3,0.793,66.8,0
HIST-03139,Bugle LLC 3139,Raw Materials,Poland,2019-08-16,8.4,2,0.797,3.1,0.0269,3038,0.836,0.0491,7.1,605,1.0,1.06,-3.9,0.5,5,0.713,74.1,0
HIST-03140,Gringotts Solutions 3140,Chemicals,China,2022-03-01,9.0,1,0.927,4.5,0.0407,1654,0.898,0.0606,4.0,643,0.98,0.96,-3.1,5.7,4,0.731,75.2,0
HIST-03141,Vortex Limited 3141,Food,USA,2020-03-31,2.7,2,0.859,14.9,0.0156,932,0.975,0.0316,3.2,670,0.59,2.35,4.6,13.3,1,0.752,82.4,0
HIST-03142,Pym Group 3142,Logistics,China,2023-10-14,6.6,3,0.888,0.8,0.0837,3148,0.919,0.0685,7.4,695,1.35,1.0,8.5,11.7,2,0.884,84.3,0
HIST-03143,Zenith Logistics 3143,Logistics,Vietnam,2024-10-05,20.9,1,0.931,14.4,0.028,3783,0.909,0.0427,5.5,741,1.23,1.69,-3.8,4.8,7,0.89,79.4,0
HIST-03144,Initech Industries 3144,Raw Materials,Germany,2024-01-06,31.1,2,0.882,0.5,0.0364,4761,0.965,0.082,16.5,806,0.74,1.61,8.5,12.1,0,0.937,99.1,0
HIST-03145,Cogswell International 3145,Electronics,Germany,2020-11-02,33.8,3,0.853,1.0,0.0363,4087,0.987,0.086,0.0,819,1.12,1.71,9.3,15.9,1,1.0,88.8,0
HIST-03146,Roxxon LLC 3146,Food,India,2022-02-08,7.5,3,0.68,0.5,0.0396,1239,0.944,0.0406,0.0,716,0.91,1.39,16.7,11.6,2,0.922,82.5,0
HIST-03147,Pearson LLC 3147,Chemicals,Germany,2021-10-12,4.8,1,0.933,1.6,0.0106,4246,1.0,0.0347,2.7,738,1.03,1.9,7.5,6.3,0,0.812,84.7,0
HIST-03148,Umbrella Solutions 3148,Logistics,Mexico,2021-02-03,9.1,1,0.876,5.9,0.026,10191,0.952,0.1102,5.0,712,0.79,2.25,8.8,4.3,2,0.859,81.5,0
HIST-03149,Sterling Industries 3149,Packaging,China,2019-09-23,7.1,2,0.882,2.3,0.0344,1609,0.96,0.0633,9.2,699,0.69,1.81,7.5,10.9,2,1.0,91.4,0
HIST-03150,Bluth LLC 3150,Machinery,Vietnam,2019-07-15,8.2,1,1.0,0.0,0.0353,16433,0.947,0.0702,0.0,804,1.64,1.91,13.4,15.1,0,0.93,87.0,0
HIST-03151,Spacely Logistics 3151,Packaging,USA,2021-01-07,13.0,2,0.892,2.6,0.0085,4977,0.903,0.0411,21.4,665,0.98,1.72,7.2,12.6,0,0.684,81.6,0
HIST-03152,Daily Manufacturing 3152,Electronics,China,2022-09-26,4.5,2,0.905,3.1,0.0356,6897,0.945,0.0387,0.0,791,0.47,1.33,6.2,12.9,1,0.938,83.4,0
HIST-03153,Queen Solutions 3153,Logistics,Mexico,2018-04-20,6.1,2,0.738,4.3,0.0382,3032,0.908,0.0255,18.9,689,0.85,0.96,6.1,10.3,5,0.905,84.6,0
HIST-03154,LexCorp Worldwide 3154,Electronics,Germany,2022-01-29,15.1,3,0.777,0.9,0.0473,1478,0.853,0.0289,7.1,620,1.74,0.58,-13.4,0.5,4,0.648,78.5,1
HIST-03155,Wayne Tech Worldwide 3155,Chemicals,Japan,2020-04-30,15.3,2,0.801,1.7,0.0235,10594,0.889,0.0339,4.5,654,0.87,1.44,-3.2,3.5,4,0.806,67.4,0
HIST-03156,Duff LLC 3156,Textiles,USA,2018-04-01,15.2,1,0.996,0.0,0.0383,3894,0.873,0.0452,38.3,776,0.05,2.42,20.3,11.6,1,0.784,85.9,0
HIST-03157,Aperture Solutions 3157,Chemicals,Mexico,2021-05-03,3.8,1,0.891,0.4,0.0149,1561,0.975,0.0304,5.2,681,0.05,2.23,6.1,10.1,0,0.785,91.2,0
HIST-03158,Spacely Holdings 3158,Food,Japan,2023-03-13,12.8,3,0.844,7.1,0.0305,4676,1.0,0.0253,0.0,775,0.64,3.47,12.7,13.0,1,1.0,99.0,0
HIST-03159,Apex Partners 3159,Chemicals,Japan,2024-05-12,21.7,1,0.887,11.8,0.0116,1273,0.915,0.0178,8.7,689,1.87,1.57,3.2,4.9,0,0.877,91.8,0
HIST-03160,Yutani Solutions 3160,Food,USA,2020-01-10,9.4,1,1.0,0.0,0.0,1486,0.904,0.0617,10.7,741,0.05,2.05,11.7,14.9,1,0.921,88.2,0
HIST-03161,Queen Worldwide 3161,Textiles,Vietnam,2023-06-18,5.3,2,0.882,9.6,0.064,28472,0.944,0.0789,2.2,741,0.05,2.13,16.8,10.4,0,0.957,98.4,0
HIST-03162,Bugle Supply Co 3162,Chemicals,India,2020-11-25,8.2,2,0.995,0.1,0.0157,3000,1.0,0.0197,0.0,793,0.38,2.36,19.1,15.1,2,0.912,86.9,0
HIST-03163,Bluth Industries 3163,Chemicals,USA,2024-04-13,22.5,3,0.798,2.7,0.036,2985,0.815,0.0459,6.7,675,1.73,1.39,2.2,5.1,5,0.795,91.1,0
HIST-03164,Stark Supply Co 3164,Raw Materials,Turkey,2024-05-22,21.0,3,0.707,11.2,0.0344,615,0.934,0.1083,8.5,701,1.52,1.78,6.3,4.8,3,0.778,88.4,0
HIST-03165,Nakatomi Holdings 3165,Textiles,Mexico,2023-07-28,5.4,3,0.882,2.2,0.0259,1443,0.892,0.0439,14.8,735,0.67,2.31,13.1,7.5,1,0.847,88.5,0
HIST-03166,Stark Logistics 3166,Textiles,Germany,2019-07-18,6.3,3,0.931,1.7,0.0201,975,0.884,0.0836,4.5,587,1.01,1.04,-5.1,1.7,8,0.655,77.7,0
HIST-03167,Cyberdyne Worldwide 3167,Packaging,China,2018-01-02,13.3,1,0.949,0.0,0.0229,13169,0.974,0.0251,13.3,727,1.05,1.54,6.7,11.5,2,0.781,85.2,0
HIST-03168,Cooper Supply Co 3168,Packaging,Vietnam,2021-04-04,24.1,3,0.825,1.0,0.0322,6958,0.903,0.031,20.8,774,0.69,2.04,5.4,8.9,1,0.985,100.0,0
HIST-03169,Stark Partners 3169,Electronics,Mexico,2023-07-24,26.2,2,0.831,1.7,0.0169,1746,0.917,0.0439,15.6,664,1.99,1.27,10.1,7.7,3,0.803,100.0,0
HIST-03170,Weyland Holdings 3170,Machinery,Japan,2019-07-30,1.7,1,0.944,0.2,0.0451,3724,0.966,0.0809,0.0,849,0.05,2.37,9.5,16.8,0,1.0,94.6,0
HIST-03171,Soylent Manufacturing 3171,Chemicals,Vietnam,2018-02-13,9.8,3,0.997,1.8,0.0266,2383,0.908,0.0553,10.0,682,0.05,2.08,11.6,8.9,1,0.875,83.3,0
HIST-03172,Sterling Supply Co 3172,Food,India,2020-12-23,7.5,2,0.892,0.4,0.0432,623,0.961,0.0404,2.8,708,0.4,1.52,1.6,4.9,3,0.904,85.8,0
HIST-03173,Umbrella Corp 3173,Packaging,Poland,2020-01-23,12.3,1,0.744,0.7,0.0411,2897,0.843,0.1008,8.3,659,2.04,1.55,7.1,6.0,2,0.787,85.8,0
HIST-03174,Summit Manufacturing 3174,Logistics,Japan,2020-12-03,32.7,2,0.883,9.3,0.0245,2556,0.862,0.0306,4.1,658,0.97,1.8,-7.4,4.7,2,0.741,82.3,0
HIST-03175,Bluth Limited 3175,Logistics,Germany,2024-07-28,13.3,3,0.886,0.6,0.0326,14077,0.994,0.0339,31.9,725,0.4,2.16,-0.7,11.1,0,0.781,79.7,0
HIST-03176,Mifflin Solutions 3176,Food,Brazil,2023-02-22,6.1,2,0.808,0.9,0.0545,3949,0.858,0.0438,1.0,662,1.52,1.4,0.0,10.8,2,0.869,82.1,0
HIST-03177,Umbrella Partners 3177,Raw Materials,Turkey,2021-02-22,29.9,3,0.885,4.0,0.0489,3528,0.941,0.0279,7.9,834,0.21,2.11,7.2,14.8,3,0.998,97.4,0
HIST-03178,Nakatomi Group 3178,Food,Mexico,2024-09-28,21.6,3,0.864,0.0,0.0343,4641,0.934,0.021,0.0,737,1.81,2.3,-0.2,8.4,2,0.82,88.5,0
HIST-03179,Apex Logistics 3179,Packaging,Vietnam,2020-07-29,14.0,2,0.999,0.8,0.0173,10987,0.976,0.0994,0.0,715,0.05,1.45,10.2,12.8,2,0.958,84.1,0
HIST-03180,Nakatomi Industries 3180,Electronics,China,2018-06-29,17.8,1,0.856,0.1,0.0169,800,0.959,0.0446,5.5,785,0.79,2.0,1.7,1.6,2,0.837,79.4,0
HIST-03181,Pearson Limited 3181,Food,Germany,2024-04-24,9.5,2,0.752,7.0,0.0569,1462,0.827,0.0721,5.6,601,1.6,0.83,6.2,0.8,2,0.886,70.7,0
HIST-03182,Black Mesa Supply Co 3182,Raw Materials,Vietnam,2021-10-21,13.3,1,0.952,0.3,0.0104,3685,0.904,0.0538,3.8,686,1.0,0.86,9.5,9.0,3,0.813,95.9,0
HIST-03183,Dunder Logistics 3183,Packaging,Turkey,2021-05-29,4.3,2,0.788,2.7,0.0337,1427,0.921,0.0615,10.6,656,0.5,1.34,-1.0,0.6,1,0.814,73.8,0
HIST-03184,Cortex Corp 3184,Packaging,China,2023-12-23,23.8,2,0.853,7.3,0.0213,3562,0.894,0.0286,1.9,716,0.29,1.52,14.1,18.9,1,0.851,99.5,0
HIST-03185,Pinnacle Systems 3185,Textiles,India,2021-03-09,14.0,2,0.859,2.8,0.0149,1667,0.821,0.0642,2.4,785,0.82,1.73,3.9,12.8,7,0.875,66.5,0
HIST-03186,Zenith Supply Co 3186,Machinery,Vietnam,2023-08-06,7.0,2,1.0,0.0,0.0129,89791,0.96,0.0684,4.9,829,0.31,2.47,13.2,15.7,1,0.991,88.8,0
HIST-03187,Wayne Worldwide 3187,Raw Materials,China,2021-11-24,26.7,2,0.914,15.1,0.0172,735,0.963,0.0287,23.4,807,0.87,1.45,17.1,6.9,0,0.777,95.7,0
HIST-03188,Daily Systems 3188,Food,Japan,2021-05-07,25.1,3,0.858,0.0,0.0267,1517,0.972,0.0178,2.2,816,1.16,1.74,7.9,17.4,2,0.905,88.9,0
HIST-03189,Bugle Logistics 3189,Textiles,Germany,2018-07-30,23.7,3,0.937,5.4,0.013,1167,0.968,0.0219,8.6,771,0.93,1.06,11.8,6.7,1,0.705,86.4,0
HIST-03190,Pied Piper Trading 3190,Machinery,Mexico,2022-06-05,12.6,2,0.963,1.4,0.0198,12181,0.858,0.0767,4.2,756,1.81,1.87,11.1,9.2,1,0.9,91.3,0
HIST-03191,Pinnacle Systems 3191,Packaging,Germany,2021-12-05,17.2,1,0.834,2.1,0.0213,826,0.949,0.047,10.3,723,0.59,1.51,14.0,12.4,1,1.0,83.5,0
